記録の分類_タイプ産地or標本記録or文献記録or疑わしいかどうか,和名,学名,Latitude_assumed,Longitude_assumed,日付,都道府県_jp,島_jp,文献ID,掲載ページ,文献中の和名,文献中で有効とされる学名_文献紹介など、その文献中で有効とされる学名がわからない場合はハイフンを記入してください。,場所（原文ママ）
5_標本記録,リュウガヤスデ,Skleroprotopus inferus,33.484233,133.254161,2023-III-10,高知県,四国,,,,,
5_標本記録,リュウガヤスデ,Skleroprotopus inferus,33.484233,133.254161,2023-III-10,高知県,四国,,,,,
5_標本記録,リュウガヤスデ,Skleroprotopus inferus,33.484233,133.254161,2023-III-10,高知県,四国,,,,,
5_標本記録,リュウガヤスデ,Skleroprotopus inferus,33.484233,133.254161,2023-III-10,高知県,四国,,,,,
5_標本記録,ヤマリュウガヤスデ,Skleroprotopus montanus,32.925258,131.04715,2022-V-04,熊本県,九州,,,,,
5_標本記録,ヤマリュウガヤスデ,Skleroprotopus montanus,32.925258,131.04715,2022-V-04,熊本県,九州,,,,,
5_標本記録,オオセリュウガヤスデ,Skleroprotopus osedoensis,32.413908,130.407164,2022-XI-06,熊本県,上島,,,,,
5_標本記録,オオセリュウガヤスデ,Skleroprotopus osedoensis,32.274733,130.618032,1973-XII-30,熊本県,九州,,,,,
5_標本記録,オオセリュウガヤスデ,Skleroprotopus osedoensis,32.274733,130.618032,1973-XII-28,熊本県,九州,,,,,
5_標本記録,オオセリュウガヤスデ,Skleroprotopus osedoensis,32.413908,130.407164,2022-XI-06,熊本県,上島,,,,,
5_標本記録,オオセリュウガヤスデ,Skleroprotopus osedoensis,32.274733,130.618032,1973-XII-31,熊本県,九州,,,,,
5_標本記録,オオセリュウガヤスデ,Skleroprotopus osedoensis,32.274342,130.613431,1973-XII-28,熊本県,九州,,,,,
5_標本記録,オオセリュウガヤスデ,Skleroprotopus osedoensis,32.595925,130.816081,2022-XII-07,熊本県,九州,,,,,
5_標本記録,オオセリュウガヤスデ,Skleroprotopus osedoensis,32.595925,130.816081,2022-XII-07,熊本県,九州,,,,,
5_標本記録,オオセリュウガヤスデ,Skleroprotopus osedoensis,32.274342,130.613431,2022-XII-07,熊本県,九州,,,,,
5_標本記録,オオセリュウガヤスデ,Skleroprotopus osedoensis,32.274342,130.613431,2022-XII-07,熊本県,九州,,,,,
5_標本記録,オオセリュウガヤスデ,Skleroprotopus osedoensis,32.274342,130.613431,2022-XII-07,熊本県,九州,,,,,
5_標本記録,オオセリュウガヤスデ,Skleroprotopus osedoensis,32.449711,130.735011,2022-XII-07,熊本県,九州,,,,,
5_標本記録,オオセリュウガヤスデ,Skleroprotopus osedoensis,32.43435,130.733697,2022-XII-07,熊本県,九州,,,,,
5_標本記録,オオセリュウガヤスデ,Skleroprotopus osedoensis,32.43435,130.733697,2022-XII-07,熊本県,九州,,,,,
5_標本記録,オオセリュウガヤスデ,Skleroprotopus osedoensis,32.437775,130.733417,2022-XII-07,熊本県,九州,,,,,
5_標本記録,オオセリュウガヤスデ,Skleroprotopus osedoensis,32.412306,130.845892,2023-I-11,熊本県,九州,,,,,
5_標本記録,オオセリュウガヤスデ,Skleroprotopus osedoensis,32.412306,130.845892,2023-I-11,熊本県,九州,,,,,
5_標本記録,リュウガヤスデ属の一種,Skleroprotopus sp.,33.768306,133.051389,2021-III-10,愛媛県,四国,,,,,
5_標本記録,リュウガヤスデ属の一種,Skleroprotopus sp.,36.195131,138.741994,2021-XI-07,群馬県,本州,,,,,
5_標本記録,リュウガヤスデ属の一種,Skleroprotopus sp.,34.740292,132.156344,2021-X-25,島根県,本州,,,,,
5_標本記録,リュウガヤスデ属の一種,Skleroprotopus sp.,32.866749,131.366682,1978-VII-25,大分県,九州,,,,,
5_標本記録,リュウガヤスデ属の一種,Skleroprotopus sp.,36.195131,138.741994,2021-IV-06,群馬県,本州,,,,,
5_標本記録,リュウガヤスデ属の一種,Skleroprotopus sp.,33.003781,130.943331,2022-XII-08,熊本県,九州,,,,,
5_標本記録,リュウガヤスデ属の一種,Skleroprotopus sp.,33.003706,130.943664,2022-XII-08,熊本県,九州,,,,,
5_標本記録,リュウガヤスデ属の一種,Skleroprotopus sp.,32.593069,128.774797,2023-I-06,長崎県,福江島,,,,,
5_標本記録,リュウガヤスデ属の一種,Skleroprotopus sp.,32.593069,128.774797,2023-I-06,長崎県,福江島,,,,,
5_標本記録,リュウガヤスデ属の一種,Skleroprotopus sp.,32.647503,128.70525,2023-I-06,長崎県,福江島,,,,,
5_標本記録,リュウガヤスデ属の一種,Skleroprotopus sp.,32.647503,128.70525,2023-I-06,長崎県,福江島,,,,,
5_標本記録,リュウガヤスデ属の一種,Skleroprotopus sp.,33.861506,132.821375,2023-III-06,愛媛県,四国,,,,,
5_標本記録,リュウガヤスデ属の一種,Skleroprotopus sp.,33.807955,134.343911,2023-III-11,徳島県,四国,,,,,
5_標本記録,リュウガヤスデ属の一種,Skleroprotopus sp.,33.807955,134.343911,2023-III-11,徳島県,四国,,,,,
5_標本記録,アキヨシホラケヤスデ,Speophilosoma akiyoshiense,33.8933389,132.2427944,2012-IV-07–2012-IV-13,山口県,屋代島,,,,,
5_標本記録,ホラケヤスデ属の一種,Speophilosoma sp.,36.951147,139.795247,2019-XI-01,栃木県,本州,,,,,
5_標本記録,ヤエヤママルヤスデ,Spirobolus akamma,24.377306,123.819139,2021-XI-10,沖縄県,西表島,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,34.244083,129.20325,2021-VIII-20,長崎県,対馬,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,35.635036,139.259,2019-VI-22,東京都,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,34.282975,131.651911,2022-VI-09,山口県,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,34.282975,131.651911,2022-VI-09,山口県,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,34.282975,131.651911,2022-VI-09,山口県,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,34.282975,131.651911,2022-VI-09,山口県,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,34.282597,131.651922,2021-VI-30,山口県,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,34.282597,131.651922,2021-VI-30,山口県,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,34.282961,131.652217,2021-VI-30,山口県,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,34.282961,131.652217,2021-VI-30,山口県,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,35.6326834,139.2648563,2019-V-17,東京都,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,35.635217,139.259036,2023-IV-09,東京都,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,35.635217,139.259036,2023-IV-09,東京都,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,34.505097,133.322686,2023-V-04,広島県,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,34.505097,133.322686,2023-V-04,広島県,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,36.794436,139.429467,2019-V-21,栃木県,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,34.2033,134.2088,2021-VII-15,香川県,四国,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,36.619486,140.22842,2018-VI-13,栃木県,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,36.561463,140.210992,2018-IX-11,栃木県,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,36.343006,139.506931,2021-VI-24,栃木県,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,36.617452,140.229412,2022-V-26,栃木県,本州,,,,,
5_標本記録,アカヒラタヤスデ,Symphyopleurium hirsutum,36.417277,140.142782,2022-XI-24,栃木県,本州,,,,,
5_標本記録,タマモヒラタヤスデ,Symphyopleurium okazakii,36.226414,140.099539,2020-II-14,茨城県,本州,,,,,
5_標本記録,タマモヒラタヤスデ,Symphyopleurium okazakii,36.226803,140.099436,2019-X-27,茨城県,本州,,,,,
5_標本記録,タマモヒラタヤスデ,Symphyopleurium okazakii,36.226803,140.099436,2019-X-27,茨城県,本州,,,,,
5_標本記録,タマモヒラタヤスデ,Symphyopleurium okazakii,36.950842,139.795258,2019-XI-01,栃木県,本州,,,,,
5_標本記録,タマモヒラタヤスデ,Symphyopleurium okazakii,35.296819,138.714667,2022-VI-28,静岡県,本州,,,,,
5_標本記録,タマモヒラタヤスデ,Symphyopleurium okazakii,35.296819,138.714667,2022-VI-28,静岡県,本州,,,,,
5_標本記録,タマモヒラタヤスデ,Symphyopleurium okazakii,36.531078,140.221769,2022-XII-17,栃木県,本州,,,,,
5_標本記録,タマモヒラタヤスデ,Symphyopleurium okazakii,35.639175,139.240725,2019-XI-26,東京都,本州,,,,,
5_標本記録,タマモヒラタヤスデ,Symphyopleurium okazakii,35.639175,139.240725,2019-XI-26,東京都,本州,,,,,
5_標本記録,タマモヒラタヤスデ,Symphyopleurium okazakii,36.523139,138.314967,2023-VI-11,長野県,本州,,,,,
5_標本記録,タマモヒラタヤスデ,Symphyopleurium okazakii,36.255739,138.026064,2023-VI-12,長野県,本州,,,,,
5_標本記録,タマモヒラタヤスデ,Symphyopleurium okazakii,36.363244,139.695704,2017-XI-26,栃木県,本州,,,,,
5_標本記録,タマモヒラタヤスデ,Symphyopleurium okazakii,36.608672,140.24314,2018-IX-11,栃木県,本州,,,,,
5_標本記録,タマモヒラタヤスデ,Symphyopleurium okazakii,36.675818,140.077514,2018-X-22,栃木県,本州,,,,,
5_標本記録,タマモヒラタヤスデ,Symphyopleurium okazakii,36.420303,140.141859,2019-V-30,栃木県,本州,,,,,
5_標本記録,タマモヒラタヤスデ,Symphyopleurium okazakii,36.753984,139.560964,2019-XI-25,栃木県,本州,,,,,
5_標本記録,タマモヒラタヤスデ,Symphyopleurium okazakii,36.871778,139.835361,2023-IV-01,栃木県,本州,,,,,
5_標本記録,ベニヒラタヤスデ,Symphyopleurium roseum,35.799469,138.956217,2019-V-12,山梨県,本州,,,,,
5_標本記録,ベニヒラタヤスデ,Symphyopleurium roseum,35.799469,138.956217,2019-V-12,山梨県,本州,,,,,
5_標本記録,ベニヒラタヤスデ,Symphyopleurium roseum,35.799469,138.956217,2019-V-12,山梨県,本州,,,,,
5_標本記録,ベニヒラタヤスデ,Symphyopleurium roseum,35.744661,138.884711,2022-VI-28,山梨県,本州,,,,,
5_標本記録,ベニヒラタヤスデ,Symphyopleurium roseum,35.744661,138.884711,2022-VI-28,山梨県,本州,,,,,
5_標本記録,ベニヒラタヤスデ,Symphyopleurium roseum,35.799525,138.956183,2022-VI-28,山梨県,本州,,,,,
5_標本記録,ベニヒラタヤスデ,Symphyopleurium roseum,35.79945,138.956106,2021-IV-05,山梨県,本州,,,,,
5_標本記録,ベニヒラタヤスデ,Symphyopleurium roseum,35.79945,138.956106,2021-IV-05,山梨県,本州,,,,,
5_標本記録,ベニヒラタヤスデ,Symphyopleurium roseum,35.799469,138.956217,2019-V-12,山梨県,本州,,,,,
5_標本記録,ベニヒラタヤスデ,Symphyopleurium roseum,35.799469,138.956217,2019-V-12,山梨県,本州,,,,,
5_標本記録,ベニヒラタヤスデ,Symphyopleurium roseum,35.799469,138.956217,2019-V-12,山梨県,本州,,,,,
5_標本記録,ベニヒラタヤスデ,Symphyopleurium roseum,35.799469,138.956217,2019-V-12,山梨県,本州,,,,,
5_標本記録,ベニヒラタヤスデ,Symphyopleurium roseum,35.799469,138.956217,2019-V-12,山梨県,本州,,,,,
5_標本記録,ベニヒラタヤスデ,Symphyopleurium roseum,35.744147,138.884558,2019-XI-10,山梨県,本州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Gunma_Tokura],36.857133,139.244817,2020-VIII-17,群馬県,本州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Gunma_Tokura],36.857133,139.244817,2020-VIII-17,群馬県,本州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Gunma_Tokura],35.0822131,136.3261006,2022-IV-01,滋賀県,本州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Gunma_Tokura],35.5776123,136.122448,2021-III-08,福井県,本州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Gunma_Tokura],33.003781,130.943331,2022-XII-08,熊本県,九州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Gunma_Tokura],33.003781,130.943331,2022-XII-08,熊本県,九州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Gunma_Tokura],33.003775,130.943333,2022-XII-08,熊本県,九州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Gunma_Tokura],33.003706,130.943664,2022-XII-08,熊本県,九州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Gunma_Tokura],33.003472,130.944381,2022-XII-08,熊本県,九州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Gunma_Tokura],33.002133,130.945806,2022-XII-08,熊本県,九州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Gunma_Tokura],36.7853,139.068556,2022-X-29,群馬県,本州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Gunma_Tokura],36.523414,138.315019,2023-VI-11,長野県,本州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Gunma_Tokura],36.5232,138.314983,2023-VI-11,長野県,本州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Gunma_Tokura],37.137,139.927,2023-VIII-24,栃木県,本州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Yamaguchi_Notani],34.281919,131.649092,2022-VI-10,山口県,本州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Yamaguchi_Notani],34.282733,131.652136,2022-VI-10,山口県,本州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Yamaguchi_Notani],34.282733,131.652136,2022-VI-10,山口県,本州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Yamanashi_Kosuge],35.757653,138.920364,2020-VIII-13,山梨県,本州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Yamanashi_Kosuge],35.744967,138.884725,2022-VI-28,山梨県,本州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Yamanashi_Kosuge],35.744967,138.884725,2022-VI-28,山梨県,本州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Yamanashi_Kosuge],35.744967,138.884725,2022-VI-28,山梨県,本州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Yamanashi_Kosuge],35.744967,138.884725,2022-VI-28,山梨県,本州,,,,,
5_標本記録,アカヒラタヤスデ属の一種,Symphyopleurium sp. [Yamanashi_Kosuge],35.744986,138.884861,2019-XI-10,山梨県,本州,,,,,
5_標本記録,シナノヤスデ,Tokyosoma inflatum,35.961206,139.060114,2019-X-20,埼玉県,本州,,,,,
5_標本記録,シナノヤスデ,Tokyosoma inflatum,35.961206,139.060114,2019-X-20,埼玉県,本州,,,,,
5_標本記録,シナノヤスデ,Tokyosoma inflatum,35.644739,139.239694,2020-XII-24,東京都,本州,,,,,
5_標本記録,シナノヤスデ,Tokyosoma inflatum,35.556856,138.794075,2023-XII-10,山梨県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,34.0689555,131.6859555,2011-XII-29,山口県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,34.3294346,131.7449941,2014-X-09–2014-X-12,山口県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,34.08668,131.96919,2012-XI-21–2012-XI-25,山口県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,34.0087409,131.819076,2015-XII-01–2015-XII-04,山口県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,33.9473395,132.0741724,2014-XI-22–2014-XI-25,山口県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,33.9202778,131.9661111,2014-XI-22–2014-XI-25,山口県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,34.282988,131.650971,2012-III-21–2012-III-24,山口県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,35.585191,136.7473,2021-XI-14,岐阜県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,35.621917,139.243972,2021-X-23,東京都,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,35.644731,139.239733,2021-X-24,東京都,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,34.176097,131.041561,2021-X-23,山口県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,26.729453,128.212936,2022-II-25,沖縄県,沖縄島,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,35.961672,139.060225,2019-X-20,埼玉県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,36.469356,139.596711,2019-X-20,栃木県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,36.469356,139.596711,2019-X-20,栃木県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,36.213153,140.099386,2020-II-14,茨城県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,35.474722,139.605306,2020-II-28,神奈川県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,33.550822,132.70838,1982-IV-23–1983-III-06,愛媛県,四国,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,34.9714619,135.8439956,2020-I-07,京都府,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,33.550822,132.70838,1983-XI-21,愛媛県,四国,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,32.798772,131.553936,2022-XII-09,大分県,九州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,35.142011,136.085114,2023-III-12,滋賀県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,35.142011,136.085114,2023-III-12,滋賀県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,35.989197,139.669489,2023-X-17,埼玉県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp.,34.9344749,135.4028423,2023-III-20,兵庫県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Ibaraki_cf_takakuwai],36.342239,140.269142,2021-II-20,茨城県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Ibaraki_cf_takakuwai],36.342239,140.269142,2021-II-20,茨城県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Ibaraki_Tsukuba],36.198,138.752167,2021-XI-07,群馬県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Ibaraki_Tsukuba],35.581008,140.254014,2020-II-17,千葉県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Ibaraki_Tsukuba],36.0353277,139.3209596,2022-III-08,埼玉県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Ibaraki_Tsukuba],35.639172,139.243117,2020-XII-24,東京都,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Ibaraki_Tsukuba],35.639172,139.243117,2020-XII-24,東京都,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Ibaraki_Tsukuba],35.644739,139.239694,2020-XII-24,東京都,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Ibaraki_Tsukuba],35.644739,139.239694,2020-XII-24,東京都,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Ibaraki_Tsukuba],35.644739,139.239694,2020-XII-24,東京都,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Ibaraki_Tsukuba],36.214033,140.099103,2021-I-02,茨城県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Ibaraki_Tsukuba],36.001612,139.358398,2023-I-04,埼玉県,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Ibaraki_Tsukuba],35.735944,139.236583,2024-I-28,東京都,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Ibaraki_Tsukuba],35.735944,139.236583,2024-I-28,東京都,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Ibaraki_Tsukuba],35.720622,139.247461,2024-I-28,東京都,本州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Kumamoto_Haru],33.003781,130.943331,2022-XII-08,熊本県,九州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Kumamoto_Haru],33.003781,130.943331,2022-XII-08,熊本県,九州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Kumamoto_Haru],33.003775,130.943333,2022-XII-08,熊本県,九州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Kumamoto_Haru],33.002392,130.946531,2022-XII-08,熊本県,九州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Kumamoto_Haru],32.415078,130.6732,2023-I-11,熊本県,九州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Kumamoto_Haru],31.9664,130.817625,2020-XI-17,宮崎県,九州,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Okinawa_Nago],26.592217,128.004533,2022-II-24,沖縄県,沖縄島,,,,,
5_標本記録,フトケヤスデ属の一種,Tokyosoma sp. [Shimane_Kamikamedani],34.809378,132.502342,2021-X-25,島根県,本州,,,,,
5_標本記録,ミナミヤスデ,Trigoniulus corallinus,26.594189,128.099556,2022-II-26,沖縄県,沖縄島,,,,,
5_標本記録,ミナミヤスデ,Trigoniulus corallinus,24.380178,124.19436,2022-X-12,沖縄県,石垣島,,,,,
5_標本記録,ミナミヤスデ,Trigoniulus corallinus,26.277619,127.785828,2024-V-25,沖縄県,沖縄島,,,,,
5_標本記録,サダエミナミヤスデ,Trigoniulus tertius,24.436111,124.088861,2021-III-22,沖縄県,石垣島,,,,,
5_標本記録,サダエミナミヤスデ,Trigoniulus tertius,24.444086,124.125526,2022-X-12,沖縄県,石垣島,,,,,
5_標本記録,ウエノヤスデ,Uenoiulus notabilis,32.594361,128.770292,2023-I-07,長崎県,福江島,,,,,
5_標本記録,ウエノヤスデ,Uenoiulus notabilis,32.594361,128.770292,2023-I-07,長崎県,福江島,,,,,
5_標本記録,ババヤスデ科の一種,Xystodesmidae gen. sp.,34.3053846,131.8622318,2014-VII-25–2014-VII-28,山口県,本州,,,,,
5_標本記録,ババヤスデ科の一種,Xystodesmidae gen. sp.,33.613917,132.988,2021-III-14,愛媛県,四国,,,,,
5_標本記録,ババヤスデ科の一種,Xystodesmidae gen. sp.,33.903889,133.459361,2021-III-10,愛媛県,四国,,,,,
5_標本記録,トリデヤスデ,Xystodesmus gracilipes,35.394981,133.124669,2021-X-24,島根県,本州,,,,,
5_標本記録,トリデヤスデ,Xystodesmus gracilipes,35.346381,133.055911,2021-X-24,島根県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.633128,139.263917,2019-VI-22,東京都,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,36.038625,139.2384,2020-VIII-17,埼玉県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,36.038625,139.2384,2020-VIII-17,埼玉県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,36.088456,139.146925,2019-X-20,埼玉県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.961575,139.060633,2019-X-20,埼玉県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.961575,139.060633,2019-X-20,埼玉県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,36.469356,139.596711,2019-X-20,栃木県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,36.469356,139.596711,2019-X-20,栃木県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.886106,138.950811,2022-VI-30,埼玉県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.886106,138.950811,2022-VI-30,埼玉県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.7362,139.236647,2019-IV-20,東京都,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.736961,139.596511,2021-IV-05,東京都,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.736961,139.596511,2021-IV-05,東京都,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.618194,139.376819,2021-IV-05,東京都,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.618194,139.376819,2021-IV-05,東京都,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.158278,139.611611,2020-IX-29,神奈川県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.299503,139.480514,2020-XII-04,神奈川県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.214931,139.969044,2020-XI-21,千葉県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.156019,138.808017,2023-III-13,静岡県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.156019,138.808017,2023-III-13,静岡県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.156019,138.808017,2023-III-13,静岡県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.906414,139.924272,2023-III-21,千葉県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.906414,139.924272,2023-III-21,千葉県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.356447,139.017369,2023-III-13,神奈川県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.890106,139.660586,2023-III-28,埼玉県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.890106,139.660586,2023-III-28,埼玉県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.890106,139.660586,2023-III-28,埼玉県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.900444,139.394028,2023-III-29,埼玉県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.900444,139.394028,2023-III-29,埼玉県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.884442,139.380131,2023-III-29,埼玉県,本州,,,,,
5_標本記録,タカクワヤスデ,Xystodesmus martensii,35.880786,139.351917,2023-III-29,埼玉県,本州,,,,,
